areaCode,areaName,areaType,date,hospitalCases,newDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,2022-06-14,5902,36
K02000001,United Kingdom,overview,2022-06-13,5784,41
K02000001,United Kingdom,overview,2022-06-12,5514,43
K02000001,United Kingdom,overview,2022-06-11,5344,33
K02000001,United Kingdom,overview,2022-06-10,5338,44
K02000001,United Kingdom,overview,2022-06-09,5141,27
K02000001,United Kingdom,overview,2022-06-08,5134,42
K02000001,United Kingdom,overview,2022-06-07,5145,33
K02000001,United Kingdom,overview,2022-06-06,5123,43
K02000001,United Kingdom,overview,2022-06-05,4929,30
K02000001,United Kingdom,overview,2022-06-04,4781,39
K02000001,United Kingdom,overview,2022-06-03,4821,28
K02000001,United Kingdom,overview,2022-06-02,4811,47
K02000001,United Kingdom,overview,2022-06-01,4793,26
K02000001,United Kingdom,overview,2022-05-31,5037,50
K02000001,United Kingdom,overview,2022-05-30,5077,51
K02000001,United Kingdom,overview,2022-05-29,4995,30
K02000001,United Kingdom,overview,2022-05-28,5047,34
K02000001,United Kingdom,overview,2022-05-27,5240,45
K02000001,United Kingdom,overview,2022-05-26,5492,45
K02000001,United Kingdom,overview,2022-05-25,5628,34
K02000001,United Kingdom,overview,2022-05-24,5772,51
K02000001,United Kingdom,overview,2022-05-23,6149,63
K02000001,United Kingdom,overview,2022-05-22,6159,59
K02000001,United Kingdom,overview,2022-05-21,6210,49
K02000001,United Kingdom,overview,2022-05-20,6429,72
K02000001,United Kingdom,overview,2022-05-19,6639,46
K02000001,United Kingdom,overview,2022-05-18,6784,46
K02000001,United Kingdom,overview,2022-05-17,7156,72
K02000001,United Kingdom,overview,2022-05-16,7491,66
K02000001,United Kingdom,overview,2022-05-15,7672,73
K02000001,United Kingdom,overview,2022-05-14,7687,66
K02000001,United Kingdom,overview,2022-05-13,8026,72
K02000001,United Kingdom,overview,2022-05-12,8327,70
K02000001,United Kingdom,overview,2022-05-11,8777,80
K02000001,United Kingdom,overview,2022-05-10,9164,101
K02000001,United Kingdom,overview,2022-05-09,9477,83
K02000001,United Kingdom,overview,2022-05-08,9551,85
K02000001,United Kingdom,overview,2022-05-07,9609,103
K02000001,United Kingdom,overview,2022-05-06,10113,98
K02000001,United Kingdom,overview,2022-05-05,10629,87
K02000001,United Kingdom,overview,2022-05-04,11121,90
K02000001,United Kingdom,overview,2022-05-03,11454,107
K02000001,United Kingdom,overview,2022-05-02,11563,109
K02000001,United Kingdom,overview,2022-05-01,11569,114
K02000001,United Kingdom,overview,2022-04-30,11785,107
K02000001,United Kingdom,overview,2022-04-29,12318,108
K02000001,United Kingdom,overview,2022-04-28,12888,130
K02000001,United Kingdom,overview,2022-04-27,13514,135
K02000001,United Kingdom,overview,2022-04-26,13948,126
K02000001,United Kingdom,overview,2022-04-25,14629,129
K02000001,United Kingdom,overview,2022-04-24,14808,131
K02000001,United Kingdom,overview,2022-04-23,14921,146
K02000001,United Kingdom,overview,2022-04-22,15739,155
K02000001,United Kingdom,overview,2022-04-21,16263,163
K02000001,United Kingdom,overview,2022-04-20,17190,162
K02000001,United Kingdom,overview,2022-04-19,17723,159
K02000001,United Kingdom,overview,2022-04-18,17273,174
K02000001,United Kingdom,overview,2022-04-17,17373,162
K02000001,United Kingdom,overview,2022-04-16,17541,165
K02000001,United Kingdom,overview,2022-04-15,17609,172
K02000001,United Kingdom,overview,2022-04-14,18289,192
K02000001,United Kingdom,overview,2022-04-13,18800,222
K02000001,United Kingdom,overview,2022-04-12,19547,200
K02000001,United Kingdom,overview,2022-04-11,19847,185
K02000001,United Kingdom,overview,2022-04-10,19406,197
K02000001,United Kingdom,overview,2022-04-09,19264,173
K02000001,United Kingdom,overview,2022-04-08,19838,238
K02000001,United Kingdom,overview,2022-04-07,20102,231
K02000001,United Kingdom,overview,2022-04-06,20177,196
K02000001,United Kingdom,overview,2022-04-05,20138,202
K02000001,United Kingdom,overview,2022-04-04,20131,179
K02000001,United Kingdom,overview,2022-04-03,19668,189
K02000001,United Kingdom,overview,2022-04-02,19317,192
K02000001,United Kingdom,overview,2022-04-01,19656,204
K02000001,United Kingdom,overview,2022-03-31,19304,192
K02000001,United Kingdom,overview,2022-03-30,19251,181
K02000001,United Kingdom,overview,2022-03-29,19113,196
K02000001,United Kingdom,overview,2022-03-28,18865,178
K02000001,United Kingdom,overview,2022-03-27,18091,160
K02000001,United Kingdom,overview,2022-03-26,17373,164
K02000001,United Kingdom,overview,2022-03-25,17438,182
K02000001,United Kingdom,overview,2022-03-24,17174,166
K02000001,United Kingdom,overview,2022-03-23,16701,158
K02000001,United Kingdom,overview,2022-03-22,16466,167
K02000001,United Kingdom,overview,2022-03-21,16041,163
K02000001,United Kingdom,overview,2022-03-20,15247,175
K02000001,United Kingdom,overview,2022-03-19,14797,166
K02000001,United Kingdom,overview,2022-03-18,14724,170
K02000001,United Kingdom,overview,2022-03-17,14467,137
K02000001,United Kingdom,overview,2022-03-16,14017,146
K02000001,United Kingdom,overview,2022-03-15,13832,122
K02000001,United Kingdom,overview,2022-03-14,13319,141
K02000001,United Kingdom,overview,2022-03-13,12565,112
K02000001,United Kingdom,overview,2022-03-12,12205,123
K02000001,United Kingdom,overview,2022-03-11,11903,121
K02000001,United Kingdom,overview,2022-03-10,11727,115
K02000001,United Kingdom,overview,2022-03-09,11523,107
K02000001,United Kingdom,overview,2022-03-08,11419,119
K02000001,United Kingdom,overview,2022-03-07,11093,124
K02000001,United Kingdom,overview,2022-03-06,10612,95
K02000001,United Kingdom,overview,2022-03-05,10462,101
K02000001,United Kingdom,overview,2022-03-04,10463,112
K02000001,United Kingdom,overview,2022-03-03,10260,107
K02000001,United Kingdom,overview,2022-03-02,10408,146
K02000001,United Kingdom,overview,2022-03-01,10485,106
K02000001,United Kingdom,overview,2022-02-28,10519,105
K02000001,United Kingdom,overview,2022-02-27,10272,119
K02000001,United Kingdom,overview,2022-02-26,10116,103
K02000001,United Kingdom,overview,2022-02-25,10383,121
K02000001,United Kingdom,overview,2022-02-24,10510,126
K02000001,United Kingdom,overview,2022-02-23,10796,119
K02000001,United Kingdom,overview,2022-02-22,10840,120
K02000001,United Kingdom,overview,2022-02-21,11108,110
K02000001,United Kingdom,overview,2022-02-20,10922,127
K02000001,United Kingdom,overview,2022-02-19,11010,121
K02000001,United Kingdom,overview,2022-02-18,10992,127
K02000001,United Kingdom,overview,2022-02-17,11355,125
K02000001,United Kingdom,overview,2022-02-16,11521,133
K02000001,United Kingdom,overview,2022-02-15,11854,133
K02000001,United Kingdom,overview,2022-02-14,12074,158
K02000001,United Kingdom,overview,2022-02-13,11843,127
K02000001,United Kingdom,overview,2022-02-12,11792,144
K02000001,United Kingdom,overview,2022-02-11,12140,142
K02000001,United Kingdom,overview,2022-02-10,12565,124
K02000001,United Kingdom,overview,2022-02-09,12967,144
K02000001,United Kingdom,overview,2022-02-08,13392,159
K02000001,United Kingdom,overview,2022-02-07,13639,140
K02000001,United Kingdom,overview,2022-02-06,13444,158
K02000001,United Kingdom,overview,2022-02-05,13559,173
K02000001,United Kingdom,overview,2022-02-04,14048,160
K02000001,United Kingdom,overview,2022-02-03,14487,191
K02000001,United Kingdom,overview,2022-02-02,14679,188
K02000001,United Kingdom,overview,2022-02-01,15085,207
K02000001,United Kingdom,overview,2022-01-31,15542,208
K02000001,United Kingdom,overview,2022-01-30,15190,191
K02000001,United Kingdom,overview,2022-01-29,14913,181
K02000001,United Kingdom,overview,2022-01-28,15786,202
K02000001,United Kingdom,overview,2022-01-27,16013,220
K02000001,United Kingdom,overview,2022-01-26,16361,196
K02000001,United Kingdom,overview,2022-01-25,16433,194
K02000001,United Kingdom,overview,2022-01-24,17029,229
K02000001,United Kingdom,overview,2022-01-23,16757,218
K02000001,United Kingdom,overview,2022-01-22,16781,224
K02000001,United Kingdom,overview,2022-01-21,17429,248
K02000001,United Kingdom,overview,2022-01-20,17863,202
K02000001,United Kingdom,overview,2022-01-19,18365,221
K02000001,United Kingdom,overview,2022-01-18,18871,234
K02000001,United Kingdom,overview,2022-01-17,19306,232
K02000001,United Kingdom,overview,2022-01-16,19078,257
K02000001,United Kingdom,overview,2022-01-15,18956,260
K02000001,United Kingdom,overview,2022-01-14,19212,236
K02000001,United Kingdom,overview,2022-01-13,19414,243
K02000001,United Kingdom,overview,2022-01-12,19578,239
K02000001,United Kingdom,overview,2022-01-11,19609,234
K02000001,United Kingdom,overview,2022-01-10,19708,244
K02000001,United Kingdom,overview,2022-01-09,18890,242
K02000001,United Kingdom,overview,2022-01-08,18460,216
K02000001,United Kingdom,overview,2022-01-07,18536,229
K02000001,United Kingdom,overview,2022-01-06,18357,222
K02000001,United Kingdom,overview,2022-01-05,17891,182
K02000001,United Kingdom,overview,2022-01-04,17179,204
K02000001,United Kingdom,overview,2022-01-03,16178,179
K02000001,United Kingdom,overview,2022-01-02,15002,170
K02000001,United Kingdom,overview,2022-01-01,14378,176
K02000001,United Kingdom,overview,2021-12-31,14059,155
K02000001,United Kingdom,overview,2021-12-30,13033,177
K02000001,United Kingdom,overview,2021-12-29,11847,132
K02000001,United Kingdom,overview,2021-12-28,10799,162
K02000001,United Kingdom,overview,2021-12-27,9651,133
K02000001,United Kingdom,overview,2021-12-26,8644,116
K02000001,United Kingdom,overview,2021-12-25,8236,112
K02000001,United Kingdom,overview,2021-12-24,8446,117
K02000001,United Kingdom,overview,2021-12-23,8204,136
K02000001,United Kingdom,overview,2021-12-22,8177,136
K02000001,United Kingdom,overview,2021-12-21,7951,112
K02000001,United Kingdom,overview,2021-12-20,7748,136
K02000001,United Kingdom,overview,2021-12-19,7508,117
K02000001,United Kingdom,overview,2021-12-18,7356,107
K02000001,United Kingdom,overview,2021-12-17,7420,131
K02000001,United Kingdom,overview,2021-12-16,7545,118
K02000001,United Kingdom,overview,2021-12-15,7526,120
K02000001,United Kingdom,overview,2021-12-14,7611,152
K02000001,United Kingdom,overview,2021-12-13,7607,113
K02000001,United Kingdom,overview,2021-12-12,7391,137
K02000001,United Kingdom,overview,2021-12-11,7272,109
K02000001,United Kingdom,overview,2021-12-10,7308,122
K02000001,United Kingdom,overview,2021-12-09,7347,132
K02000001,United Kingdom,overview,2021-12-08,7274,133
K02000001,United Kingdom,overview,2021-12-07,7254,132
K02000001,United Kingdom,overview,2021-12-06,7260,143
K02000001,United Kingdom,overview,2021-12-05,7156,117
K02000001,United Kingdom,overview,2021-12-04,7057,163
K02000001,United Kingdom,overview,2021-12-03,7205,147
K02000001,United Kingdom,overview,2021-12-02,7290,123
K02000001,United Kingdom,overview,2021-12-01,7223,138
K02000001,United Kingdom,overview,2021-11-30,7551,122
K02000001,United Kingdom,overview,2021-11-29,7543,144
K02000001,United Kingdom,overview,2021-11-28,7312,144
K02000001,United Kingdom,overview,2021-11-27,7283,124
K02000001,United Kingdom,overview,2021-11-26,7433,132
K02000001,United Kingdom,overview,2021-11-25,7530,141
K02000001,United Kingdom,overview,2021-11-24,7527,124
K02000001,United Kingdom,overview,2021-11-23,7776,150
K02000001,United Kingdom,overview,2021-11-22,7990,131
K02000001,United Kingdom,overview,2021-11-21,7896,121
K02000001,United Kingdom,overview,2021-11-20,7798,143
K02000001,United Kingdom,overview,2021-11-19,7917,142
K02000001,United Kingdom,overview,2021-11-18,7958,131
K02000001,United Kingdom,overview,2021-11-17,8050,127
K02000001,United Kingdom,overview,2021-11-16,8288,166
K02000001,United Kingdom,overview,2021-11-15,8562,171
K02000001,United Kingdom,overview,2021-11-14,8398,134
K02000001,United Kingdom,overview,2021-11-13,8310,152
K02000001,United Kingdom,overview,2021-11-12,8448,146
K02000001,United Kingdom,overview,2021-11-11,8545,158
K02000001,United Kingdom,overview,2021-11-10,8687,170
K02000001,United Kingdom,overview,2021-11-09,8759,157
K02000001,United Kingdom,overview,2021-11-08,8818,161
K02000001,United Kingdom,overview,2021-11-07,8666,161
K02000001,United Kingdom,overview,2021-11-06,8642,171
K02000001,United Kingdom,overview,2021-11-05,8887,166
K02000001,United Kingdom,overview,2021-11-04,9097,169
K02000001,United Kingdom,overview,2021-11-03,9247,184
K02000001,United Kingdom,overview,2021-11-02,9462,165
K02000001,United Kingdom,overview,2021-11-01,9474,192
K02000001,United Kingdom,overview,2021-10-31,9235,196
K02000001,United Kingdom,overview,2021-10-30,9079,165
K02000001,United Kingdom,overview,2021-10-29,9036,185
K02000001,United Kingdom,overview,2021-10-28,8945,199
K02000001,United Kingdom,overview,2021-10-27,8870,177
K02000001,United Kingdom,overview,2021-10-26,8761,179
K02000001,United Kingdom,overview,2021-10-25,8646,149
K02000001,United Kingdom,overview,2021-10-24,8332,167
K02000001,United Kingdom,overview,2021-10-23,8170,172
K02000001,United Kingdom,overview,2021-10-22,8172,151
K02000001,United Kingdom,overview,2021-10-21,8181,165
K02000001,United Kingdom,overview,2021-10-20,8084,154
K02000001,United Kingdom,overview,2021-10-19,7835,143
K02000001,United Kingdom,overview,2021-10-18,7684,139
K02000001,United Kingdom,overview,2021-10-17,7311,141
K02000001,United Kingdom,overview,2021-10-16,7048,152
K02000001,United Kingdom,overview,2021-10-15,7016,140
K02000001,United Kingdom,overview,2021-10-14,7013,161
K02000001,United Kingdom,overview,2021-10-13,6959,137
K02000001,United Kingdom,overview,2021-10-12,6956,136
K02000001,United Kingdom,overview,2021-10-11,6941,138
K02000001,United Kingdom,overview,2021-10-10,6792,115
K02000001,United Kingdom,overview,2021-10-09,6629,121
K02000001,United Kingdom,overview,2021-10-08,6691,122
K02000001,United Kingdom,overview,2021-10-07,6694,133
K02000001,United Kingdom,overview,2021-10-06,6745,114
K02000001,United Kingdom,overview,2021-10-05,6764,135
K02000001,United Kingdom,overview,2021-10-04,6682,113
K02000001,United Kingdom,overview,2021-10-03,6489,107
K02000001,United Kingdom,overview,2021-10-02,6335,118
K02000001,United Kingdom,overview,2021-10-01,6483,139
K02000001,United Kingdom,overview,2021-09-30,6641,129
K02000001,United Kingdom,overview,2021-09-29,6796,142
K02000001,United Kingdom,overview,2021-09-28,6903,121
K02000001,United Kingdom,overview,2021-09-27,6921,127
K02000001,United Kingdom,overview,2021-09-26,6685,111
K02000001,United Kingdom,overview,2021-09-25,6820,128
K02000001,United Kingdom,overview,2021-09-24,6776,141
K02000001,United Kingdom,overview,2021-09-23,7026,149
K02000001,United Kingdom,overview,2021-09-22,7266,159
K02000001,United Kingdom,overview,2021-09-21,7472,139
K02000001,United Kingdom,overview,2021-09-20,7654,159
K02000001,United Kingdom,overview,2021-09-19,7596,137
K02000001,United Kingdom,overview,2021-09-18,7545,137
K02000001,United Kingdom,overview,2021-09-17,7759,184
K02000001,United Kingdom,overview,2021-09-16,7968,162
K02000001,United Kingdom,overview,2021-09-15,8243,169
K02000001,United Kingdom,overview,2021-09-14,8242,170
K02000001,United Kingdom,overview,2021-09-13,8322,119
K02000001,United Kingdom,overview,2021-09-12,8108,141
K02000001,United Kingdom,overview,2021-09-11,8002,145
K02000001,United Kingdom,overview,2021-09-10,8175,150
K02000001,United Kingdom,overview,2021-09-09,8002,180
K02000001,United Kingdom,overview,2021-09-08,7984,143
K02000001,United Kingdom,overview,2021-09-07,7827,166
K02000001,United Kingdom,overview,2021-09-06,7887,157
K02000001,United Kingdom,overview,2021-09-05,7597,164
K02000001,United Kingdom,overview,2021-09-04,7400,146
K02000001,United Kingdom,overview,2021-09-03,7516,152
K02000001,United Kingdom,overview,2021-09-02,7463,137
K02000001,United Kingdom,overview,2021-09-01,7524,125
K02000001,United Kingdom,overview,2021-08-31,7531,128
K02000001,United Kingdom,overview,2021-08-30,7191,109
K02000001,United Kingdom,overview,2021-08-29,6961,139
K02000001,United Kingdom,overview,2021-08-28,6840,134
K02000001,United Kingdom,overview,2021-08-27,6947,139
K02000001,United Kingdom,overview,2021-08-26,6894,125
K02000001,United Kingdom,overview,2021-08-25,6859,108
K02000001,United Kingdom,overview,2021-08-24,6824,118
K02000001,United Kingdom,overview,2021-08-23,6893,120
K02000001,United Kingdom,overview,2021-08-22,6613,129
K02000001,United Kingdom,overview,2021-08-21,6399,118
K02000001,United Kingdom,overview,2021-08-20,6380,127
K02000001,United Kingdom,overview,2021-08-19,6364,115
K02000001,United Kingdom,overview,2021-08-18,6325,111
K02000001,United Kingdom,overview,2021-08-17,6262,102
K02000001,United Kingdom,overview,2021-08-16,6237,89
K02000001,United Kingdom,overview,2021-08-15,5907,91
K02000001,United Kingdom,overview,2021-08-14,5752,104
K02000001,United Kingdom,overview,2021-08-13,5859,98
K02000001,United Kingdom,overview,2021-08-12,5830,106
K02000001,United Kingdom,overview,2021-08-11,5868,89
K02000001,United Kingdom,overview,2021-08-10,5884,85
K02000001,United Kingdom,overview,2021-08-09,5884,84
K02000001,United Kingdom,overview,2021-08-08,5735,84
K02000001,United Kingdom,overview,2021-08-07,5590,106
K02000001,United Kingdom,overview,2021-08-06,5653,98
K02000001,United Kingdom,overview,2021-08-05,5681,101
K02000001,United Kingdom,overview,2021-08-04,5730,92
K02000001,United Kingdom,overview,2021-08-03,5943,80
K02000001,United Kingdom,overview,2021-08-02,6156,92
K02000001,United Kingdom,overview,2021-08-01,5937,97
K02000001,United Kingdom,overview,2021-07-31,5920,92
K02000001,United Kingdom,overview,2021-07-30,5981,105
K02000001,United Kingdom,overview,2021-07-29,5946,88
K02000001,United Kingdom,overview,2021-07-28,6068,84
K02000001,United Kingdom,overview,2021-07-27,6042,77
K02000001,United Kingdom,overview,2021-07-26,5942,79
K02000001,United Kingdom,overview,2021-07-25,5579,73
K02000001,United Kingdom,overview,2021-07-24,5305,69
K02000001,United Kingdom,overview,2021-07-23,5241,83
K02000001,United Kingdom,overview,2021-07-22,5032,86
K02000001,United Kingdom,overview,2021-07-21,4859,61
K02000001,United Kingdom,overview,2021-07-20,4666,68
K02000001,United Kingdom,overview,2021-07-19,4581,88
K02000001,United Kingdom,overview,2021-07-18,4273,73
K02000001,United Kingdom,overview,2021-07-17,4159,60
K02000001,United Kingdom,overview,2021-07-16,4081,55
K02000001,United Kingdom,overview,2021-07-15,3964,54
K02000001,United Kingdom,overview,2021-07-14,3787,47
K02000001,United Kingdom,overview,2021-07-13,3608,50
K02000001,United Kingdom,overview,2021-07-12,3398,43
K02000001,United Kingdom,overview,2021-07-11,3129,36
K02000001,United Kingdom,overview,2021-07-10,2985,45
K02000001,United Kingdom,overview,2021-07-09,2895,53
K02000001,United Kingdom,overview,2021-07-08,2722,42
K02000001,United Kingdom,overview,2021-07-07,2636,36
K02000001,United Kingdom,overview,2021-07-06,2447,35
K02000001,United Kingdom,overview,2021-07-05,2324,29
K02000001,United Kingdom,overview,2021-07-04,2138,30
K02000001,United Kingdom,overview,2021-07-03,2023,31
K02000001,United Kingdom,overview,2021-07-02,1982,32
K02000001,United Kingdom,overview,2021-07-01,1914,28
K02000001,United Kingdom,overview,2021-06-30,1805,26
K02000001,United Kingdom,overview,2021-06-29,1731,24
K02000001,United Kingdom,overview,2021-06-28,1729,18
K02000001,United Kingdom,overview,2021-06-27,1591,24
K02000001,United Kingdom,overview,2021-06-26,1535,17
K02000001,United Kingdom,overview,2021-06-25,1528,22
K02000001,United Kingdom,overview,2021-06-24,1508,29
K02000001,United Kingdom,overview,2021-06-23,1487,9
K02000001,United Kingdom,overview,2021-06-22,1536,18
K02000001,United Kingdom,overview,2021-06-21,1515,13
K02000001,United Kingdom,overview,2021-06-20,1381,22
K02000001,United Kingdom,overview,2021-06-19,1347,20
K02000001,United Kingdom,overview,2021-06-18,1361,18
K02000001,United Kingdom,overview,2021-06-17,1319,9
K02000001,United Kingdom,overview,2021-06-16,1255,16
K02000001,United Kingdom,overview,2021-06-15,1230,21
K02000001,United Kingdom,overview,2021-06-14,1180,13
K02000001,United Kingdom,overview,2021-06-13,1139,12
K02000001,United Kingdom,overview,2021-06-12,1103,12
K02000001,United Kingdom,overview,2021-06-11,1075,13
K02000001,United Kingdom,overview,2021-06-10,1092,16
K02000001,United Kingdom,overview,2021-06-09,1060,17
K02000001,United Kingdom,overview,2021-06-08,1052,15
K02000001,United Kingdom,overview,2021-06-07,1029,6
K02000001,United Kingdom,overview,2021-06-06,960,13
K02000001,United Kingdom,overview,2021-06-05,933,7
K02000001,United Kingdom,overview,2021-06-04,961,14
K02000001,United Kingdom,overview,2021-06-03,933,16
K02000001,United Kingdom,overview,2021-06-02,957,12
K02000001,United Kingdom,overview,2021-06-01,923,10
K02000001,United Kingdom,overview,2021-05-31,923,11
K02000001,United Kingdom,overview,2021-05-30,901,9
K02000001,United Kingdom,overview,2021-05-29,879,12
K02000001,United Kingdom,overview,2021-05-28,879,14
K02000001,United Kingdom,overview,2021-05-27,867,8
K02000001,United Kingdom,overview,2021-05-26,890,14
K02000001,United Kingdom,overview,2021-05-25,917,11
K02000001,United Kingdom,overview,2021-05-24,955,16
K02000001,United Kingdom,overview,2021-05-23,916,16
K02000001,United Kingdom,overview,2021-05-22,879,4
K02000001,United Kingdom,overview,2021-05-21,913,18
K02000001,United Kingdom,overview,2021-05-20,903,7
K02000001,United Kingdom,overview,2021-05-19,908,4
K02000001,United Kingdom,overview,2021-05-18,888,11
K02000001,United Kingdom,overview,2021-05-17,934,13
K02000001,United Kingdom,overview,2021-05-16,932,14
K02000001,United Kingdom,overview,2021-05-15,956,15
K02000001,United Kingdom,overview,2021-05-14,966,14
K02000001,United Kingdom,overview,2021-05-13,990,15
K02000001,United Kingdom,overview,2021-05-12,1052,15
K02000001,United Kingdom,overview,2021-05-11,1090,21
K02000001,United Kingdom,overview,2021-05-10,1112,8
K02000001,United Kingdom,overview,2021-05-09,1099,11
K02000001,United Kingdom,overview,2021-05-08,1120,20
K02000001,United Kingdom,overview,2021-05-07,1142,18
K02000001,United Kingdom,overview,2021-05-06,1143,17
K02000001,United Kingdom,overview,2021-05-05,1222,22
K02000001,United Kingdom,overview,2021-05-04,1275,15
K02000001,United Kingdom,overview,2021-05-03,1281,17
K02000001,United Kingdom,overview,2021-05-02,1263,19
K02000001,United Kingdom,overview,2021-05-01,1263,16
K02000001,United Kingdom,overview,2021-04-30,1344,16
K02000001,United Kingdom,overview,2021-04-29,1441,17
K02000001,United Kingdom,overview,2021-04-28,1486,21
K02000001,United Kingdom,overview,2021-04-27,1540,25
K02000001,United Kingdom,overview,2021-04-26,1620,21
K02000001,United Kingdom,overview,2021-04-25,1599,27
K02000001,United Kingdom,overview,2021-04-24,1651,24
K02000001,United Kingdom,overview,2021-04-23,1723,29
K02000001,United Kingdom,overview,2021-04-22,1763,33
K02000001,United Kingdom,overview,2021-04-21,1865,36
K02000001,United Kingdom,overview,2021-04-20,1898,35
K02000001,United Kingdom,overview,2021-04-19,1980,23
K02000001,United Kingdom,overview,2021-04-18,1951,31
K02000001,United Kingdom,overview,2021-04-17,2006,43
K02000001,United Kingdom,overview,2021-04-16,2112,32
K02000001,United Kingdom,overview,2021-04-15,2168,43
K02000001,United Kingdom,overview,2021-04-14,2268,35
K02000001,United Kingdom,overview,2021-04-13,2380,47
K02000001,United Kingdom,overview,2021-04-12,2464,38
K02000001,United Kingdom,overview,2021-04-11,2519,41
K02000001,United Kingdom,overview,2021-04-10,2618,43
